"시점","구·군별(1)",구·군별(2),1인
"2020.01","중구",소계,12900
"2020.01","중구",중앙동,945
"2020.01","중구",동광동,1251
"2020.01","중구",대청동,1787
"2020.01","중구",보수동,3041
"2020.01","중구",부평동,1522
"2020.01","중구",광복동,424
"2020.01","중구",남포동,483
"2020.01","중구",영주1동,1812
"2020.01","중구",영주2동,1635
"2020.01","서구",소계,24454
"2020.01","서구",동대신1동,1018
"2020.01","서구",동대신2동,1442
"2020.01","서구",동대신3동,1641
"2020.01","서구",서대신1동,2196
"2020.01","서구",서대신3동,1072
"2020.01","서구",서대신4동,835
"2020.01","서구",부민동,2206
"2020.01","서구",아미동,2389
"2020.01","서구",초장동,1564
"2020.01","서구",충무동,2987
"2020.01","서구",남부민1동,1430
"2020.01","서구",남부민2동,2390
"2020.01","서구",암남동,3284
"2020.01","동구",소계,21448
"2020.01","동구",초량1동,1555
"2020.01","동구",초량2동,1835
"2020.01","동구",초량3동,2355
"2020.01","동구",초량6동,1506
"2020.01","동구",수정1동,847
"2020.01","동구",수정2동,2323
"2020.01","동구",수정4동,1226
"2020.01","동구",수정5동,1263
"2020.01","동구",좌천동,2300
"2020.01","동구",범일1동,2935
"2020.01","동구",범일2동,2287
"2020.01","동구",범일5동,1016
"2020.01","영도구",소계,22523
"2020.01","영도구",남항동,2495
"2020.01","영도구",영선1동,694
"2020.01","영도구",영선2동,1467
"2020.01","영도구",신선동,2461
"2020.01","영도구",봉래1동,1540
"2020.01","영도구",봉래2동,1178
"2020.01","영도구",청학1동,1416
"2020.01","영도구",청학2동,2651
"2020.01","영도구",동삼1동,4617
"2020.01","영도구",동삼2동,920
"2020.01","영도구",동삼3동,3084
"2020.01","부산진구",소계,70847
"2020.01","부산진구",부전1동,6034
"2020.01","부산진구",부전2동,3085
"2020.01","부산진구",연지동,2350
"2020.01","부산진구",초읍동,3284
"2020.01","부산진구",양정1동,3192
"2020.01","부산진구",양정2동,4674
"2020.01","부산진구",전포1동,6086
"2020.01","부산진구",전포2동,5513
"2020.01","부산진구",부암1동,3065
"2020.01","부산진구",부암3동,1807
"2020.01","부산진구",당감1동,3468
"2020.01","부산진구",당감2동,1423
"2020.01","부산진구",당감4동,1819
"2020.01","부산진구",가야1동,4855
"2020.01","부산진구",가야2동,2232
"2020.01","부산진구",개금1동,4289
"2020.01","부산진구",개금2동,1764
"2020.01","부산진구",개금3동,3721
"2020.01","부산진구",범천1동,3975
"2020.01","부산진구",범천2동,4211
"2020.01","동래구",소계,36291
"2020.01","동래구",수민동,3710
"2020.01","동래구",복산동,2033
"2020.01","동래구",명륜동,2395
"2020.01","동래구",온천1동,5284
"2020.01","동래구",온천2동,1954
"2020.01","동래구",온천3동,5925
"2020.01","동래구",사직1동,1653
"2020.01","동래구",사직2동,1493
"2020.01","동래구",사직3동,2375
"2020.01","동래구",안락1동,2550
"2020.01","동래구",안락2동,2930
"2020.01","동래구",명장1동,2075
"2020.01","동래구",명장2동,1914
"2020.01","남구",소계,40893
"2020.01","남구",대연1동,4843
"2020.01","남구",대연3동,6359
"2020.01","남구",대연4동,1812
"2020.01","남구",대연5동,2917
"2020.01","남구",대연6동,1474
"2020.01","남구",용호1동,3788
"2020.01","남구",용호2동,1764
"2020.01","남구",용호3동,1981
"2020.01","남구",용호4동,1147
"2020.01","남구",용당동,1058
"2020.01","남구",감만1동,2362
"2020.01","남구",감만2동,1231
"2020.01","남구",우암동,2004
"2020.01","남구",문현1동,1856
"2020.01","남구",문현2동,2831
"2020.01","남구",문현3동,1794
"2020.01","남구",문현4동,1672
"2020.01","북구",소계,37968
"2020.01","북구",구포1동,3356
"2020.01","북구",구포2동,4428
"2020.01","북구",구포3동,3407
"2020.01","북구",금곡동,6930
"2020.01","북구",화명1동,1896
"2020.01","북구",화명2동,1642
"2020.01","북구",화명3동,1847
"2020.01","북구",덕천1동,3167
"2020.01","북구",덕천2동,3257
"2020.01","북구",덕천3동,2651
"2020.01","북구",만덕1동,1435
"2020.01","북구",만덕2동,2452
"2020.01","북구",만덕3동,1500
"2020.01","해운대구",소계,54867
"2020.01","해운대구",우1동,4584
"2020.01","해운대구",우2동,2650
"2020.01","해운대구",우3동,2282
"2020.01","해운대구",중1동,3785
"2020.01","해운대구",중2동,2837
"2020.01","해운대구",좌1동,2569
"2020.01","해운대구",좌2동,4745
"2020.01","해운대구",좌3동,1466
"2020.01","해운대구",좌4동,1630
"2020.01","해운대구",송정동,2010
"2020.01","해운대구",반여1동,2798
"2020.01","해운대구",반여2동,3234
"2020.01","해운대구",반여3동,2112
"2020.01","해운대구",반여4동,1094
"2020.01","해운대구",반송1동,4147
"2020.01","해운대구",반송2동,5441
"2020.01","해운대구",재송1동,3548
"2020.01","해운대구",재송2동,3935
"2020.01","사하구",소계,49051
"2020.01","사하구",괴정1동,2771
"2020.01","사하구",괴정2동,2057
"2020.01","사하구",괴정3동,2884
"2020.01","사하구",괴정4동,1872
"2020.01","사하구",당리동,3346
"2020.01","사하구",하단1동,4131
"2020.01","사하구",하단2동,5365
"2020.01","사하구",신평1동,3569
"2020.01","사하구",신평2동,1984
"2020.01","사하구",장림1동,2194
"2020.01","사하구",장림2동,3568
"2020.01","사하구",다대1동,5504
"2020.01","사하구",다대2동,4122
"2020.01","사하구",구평동,1123
"2020.01","사하구",감천1동,2676
"2020.01","사하구",감천2동,1885
"2020.01","금정구",소계,41547
"2020.01","금정구",서1동,1946
"2020.01","금정구",서2동,2401
"2020.01","금정구",서3동,2570
"2020.01","금정구",금사회동동,1916
"2020.01","금정구",부곡1동,2088
"2020.01","금정구",부곡2동,2397
"2020.01","금정구",부곡3동,2380
"2020.01","금정구",부곡4동,2314
"2020.01","금정구",장전1동,5974
"2020.01","금정구",장전2동,4286
"2020.01","금정구",선두구동,651
"2020.01","금정구",청룡노포동,1535
"2020.01","금정구",남산동,5503
"2020.01","금정구",구서1동,1973
"2020.01","금정구",구서2동,3417
"2020.01","금정구",금성동,196
"2020.01","강서구",소계,18864
"2020.01","강서구",대저1동,2151
"2020.01","강서구",대저2동,1801
"2020.01","강서구",강동동,1520
"2020.01","강서구",명지1동,3645
"2020.01","강서구",명지2동,1602
"2020.01","강서구",가락동,742
"2020.01","강서구",녹산동,6119
"2020.01","강서구",가덕도동,1284
"2020.01","연제구",소계,31919
"2020.01","연제구",거제1동,2788
"2020.01","연제구",거제2동,1028
"2020.01","연제구",거제3동,1709
"2020.01","연제구",거제4동,1036
"2020.01","연제구",연산1동,2090
"2020.01","연제구",연산2동,2810
"2020.01","연제구",연산3동,1608
"2020.01","연제구",연산4동,4117
"2020.01","연제구",연산5동,5700
"2020.01","연제구",연산6동,3298
"2020.01","연제구",연산8동,2018
"2020.01","연제구",연산9동,3717
"2020.01","수영구",소계,33331
"2020.01","수영구",남천1동,2303
"2020.01","수영구",남천2동,1279
"2020.01","수영구",수영동,3647
"2020.01","수영구",망미1동,3906
"2020.01","수영구",망미2동,1800
"2020.01","수영구",광안1동,6377
"2020.01","수영구",광안2동,4081
"2020.01","수영구",광안3동,3420
"2020.01","수영구",광안4동,2128
"2020.01","수영구",민락동,4390
"2020.01","사상구",소계,36452
"2020.01","사상구",삼락동,1631
"2020.01","사상구",모라1동,3686
"2020.01","사상구",모라3동,3959
"2020.01","사상구",덕포1동,1813
"2020.01","사상구",덕포2동,1847
"2020.01","사상구",괘법동,6005
"2020.01","사상구",감전동,3463
"2020.01","사상구",주례1동,1848
"2020.01","사상구",주례2동,4467
"2020.01","사상구",주례3동,1791
"2020.01","사상구",학장동,3433
"2020.01","사상구",엄궁동,2509
"2020.01","기장군",소계,24056
"2020.01","기장군",기장읍,10167
"2020.01","기장군",장안읍,2478
"2020.01","기장군",정관읍,7840
"2020.01","기장군",일광읍,2080
"2020.01","기장군",철마면,1491
"2020.02","중구",소계,13005
"2020.02","중구",중앙동,1003
"2020.02","중구",동광동,1258
"2020.02","중구",대청동,1800
"2020.02","중구",보수동,3060
"2020.02","중구",부평동,1538
"2020.02","중구",광복동,418
"2020.02","중구",남포동,476
"2020.02","중구",영주1동,1823
"2020.02","중구",영주2동,1629
"2020.02","서구",소계,24591
"2020.02","서구",동대신1동,1037
"2020.02","서구",동대신2동,1445
"2020.02","서구",동대신3동,1637
"2020.02","서구",서대신1동,2216
"2020.02","서구",서대신3동,1069
"2020.02","서구",서대신4동,849
"2020.02","서구",부민동,2258
"2020.02","서구",아미동,2394
"2020.02","서구",초장동,1564
"2020.02","서구",충무동,3011
"2020.02","서구",남부민1동,1431
"2020.02","서구",남부민2동,2392
"2020.02","서구",암남동,3288
"2020.02","동구",소계,21587
"2020.02","동구",초량1동,1574
"2020.02","동구",초량2동,1852
"2020.02","동구",초량3동,2401
"2020.02","동구",초량6동,1504
"2020.02","동구",수정1동,849
"2020.02","동구",수정2동,2323
"2020.02","동구",수정4동,1234
"2020.02","동구",수정5동,1270
"2020.02","동구",좌천동,2301
"2020.02","동구",범일1동,2951
"2020.02","동구",범일2동,2307
"2020.02","동구",범일5동,1021
"2020.02","영도구",소계,22550
"2020.02","영도구",남항동,2510
"2020.02","영도구",영선1동,705
"2020.02","영도구",영선2동,1470
"2020.02","영도구",신선동,2461
"2020.02","영도구",봉래1동,1542
"2020.02","영도구",봉래2동,1184
"2020.02","영도구",청학1동,1404
"2020.02","영도구",청학2동,2659
"2020.02","영도구",동삼1동,4621
"2020.02","영도구",동삼2동,913
"2020.02","영도구",동삼3동,3081
"2020.02","부산진구",소계,71356
"2020.02","부산진구",부전1동,6090
"2020.02","부산진구",부전2동,3095
"2020.02","부산진구",연지동,2369
"2020.02","부산진구",초읍동,3288
"2020.02","부산진구",양정1동,3191
"2020.02","부산진구",양정2동,4740
"2020.02","부산진구",전포1동,6143
"2020.02","부산진구",전포2동,5569
"2020.02","부산진구",부암1동,3060
"2020.02","부산진구",부암3동,1810
"2020.02","부산진구",당감1동,3466
"2020.02","부산진구",당감2동,1419
"2020.02","부산진구",당감4동,1824
"2020.02","부산진구",가야1동,4892
"2020.02","부산진구",가야2동,2250
"2020.02","부산진구",개금1동,4365
"2020.02","부산진구",개금2동,1749
"2020.02","부산진구",개금3동,3726
"2020.02","부산진구",범천1동,4080
"2020.02","부산진구",범천2동,4230
"2020.02","동래구",소계,36560
"2020.02","동래구",수민동,3793
"2020.02","동래구",복산동,2045
"2020.02","동래구",명륜동,2396
"2020.02","동래구",온천1동,5334
"2020.02","동래구",온천2동,1961
"2020.02","동래구",온천3동,6008
"2020.02","동래구",사직1동,1654
"2020.02","동래구",사직2동,1488
"2020.02","동래구",사직3동,2387
"2020.02","동래구",안락1동,2552
"2020.02","동래구",안락2동,2938
"2020.02","동래구",명장1동,2073
"2020.02","동래구",명장2동,1931
"2020.02","남구",소계,41131
"2020.02","남구",대연1동,4879
"2020.02","남구",대연3동,6418
"2020.02","남구",대연4동,1825
"2020.02","남구",대연5동,2958
"2020.02","남구",대연6동,1507
"2020.02","남구",용호1동,3801
"2020.02","남구",용호2동,1777
"2020.02","남구",용호3동,1988
"2020.02","남구",용호4동,1152
"2020.02","남구",용당동,1063
"2020.02","남구",감만1동,2372
"2020.02","남구",감만2동,1229
"2020.02","남구",우암동,1995
"2020.02","남구",문현1동,1856
"2020.02","남구",문현2동,2843
"2020.02","남구",문현3동,1793
"2020.02","남구",문현4동,1675
"2020.02","북구",소계,38087
"2020.02","북구",구포1동,3356
"2020.02","북구",구포2동,4442
"2020.02","북구",구포3동,3413
"2020.02","북구",금곡동,6978
"2020.02","북구",화명1동,1897
"2020.02","북구",화명2동,1643
"2020.02","북구",화명3동,1859
"2020.02","북구",덕천1동,3169
"2020.02","북구",덕천2동,3268
"2020.02","북구",덕천3동,2658
"2020.02","북구",만덕1동,1419
"2020.02","북구",만덕2동,2452
"2020.02","북구",만덕3동,1533
"2020.02","해운대구",소계,55095
"2020.02","해운대구",우1동,4611
"2020.02","해운대구",우2동,2635
"2020.02","해운대구",우3동,2300
"2020.02","해운대구",중1동,3852
"2020.02","해운대구",중2동,2857
"2020.02","해운대구",좌1동,2599
"2020.02","해운대구",좌2동,4788
"2020.02","해운대구",좌3동,1463
"2020.02","해운대구",좌4동,1635
"2020.02","해운대구",송정동,1992
"2020.02","해운대구",반여1동,2795
"2020.02","해운대구",반여2동,3265
"2020.02","해운대구",반여3동,2113
"2020.02","해운대구",반여4동,1084
"2020.02","해운대구",반송1동,4155
"2020.02","해운대구",반송2동,5448
"2020.02","해운대구",재송1동,3574
"2020.02","해운대구",재송2동,3929
"2020.02","사하구",소계,49340
"2020.02","사하구",괴정1동,2783
"2020.02","사하구",괴정2동,2065
"2020.02","사하구",괴정3동,2881
"2020.02","사하구",괴정4동,1872
"2020.02","사하구",당리동,3382
"2020.02","사하구",하단1동,4192
"2020.02","사하구",하단2동,5494
"2020.02","사하구",신평1동,3571
"2020.02","사하구",신평2동,1972
"2020.02","사하구",장림1동,2185
"2020.02","사하구",장림2동,3570
"2020.02","사하구",다대1동,5533
"2020.02","사하구",다대2동,4142
"2020.02","사하구",구평동,1106
"2020.02","사하구",감천1동,2709
"2020.02","사하구",감천2동,1883
"2020.02","금정구",소계,41872
"2020.02","금정구",서1동,1945
"2020.02","금정구",서2동,2414
"2020.02","금정구",서3동,2578
"2020.02","금정구",금사회동동,1921
"2020.02","금정구",부곡1동,2102
"2020.02","금정구",부곡2동,2426
"2020.02","금정구",부곡3동,2414
"2020.02","금정구",부곡4동,2322
"2020.02","금정구",장전1동,6103
"2020.02","금정구",장전2동,4300
"2020.02","금정구",선두구동,633
"2020.02","금정구",청룡노포동,1545
"2020.02","금정구",남산동,5542
"2020.02","금정구",구서1동,2003
"2020.02","금정구",구서2동,3428
"2020.02","금정구",금성동,196
"2020.02","강서구",소계,19031
"2020.02","강서구",대저1동,2149
"2020.02","강서구",대저2동,1800
"2020.02","강서구",강동동,1521
"2020.02","강서구",명지1동,3647
"2020.02","강서구",명지2동,1635
"2020.02","강서구",가락동,745
"2020.02","강서구",녹산동,6228
"2020.02","강서구",가덕도동,1306
"2020.02","연제구",소계,32111
"2020.02","연제구",거제1동,2772
"2020.02","연제구",거제2동,1017
"2020.02","연제구",거제3동,1721
"2020.02","연제구",거제4동,1027
"2020.02","연제구",연산1동,2123
"2020.02","연제구",연산2동,2874
"2020.02","연제구",연산3동,1622
"2020.02","연제구",연산4동,4133
"2020.02","연제구",연산5동,5783
"2020.02","연제구",연산6동,3280
"2020.02","연제구",연산8동,2016
"2020.02","연제구",연산9동,3743
"2020.02","수영구",소계,33612
"2020.02","수영구",남천1동,2310
"2020.02","수영구",남천2동,1283
"2020.02","수영구",수영동,3666
"2020.02","수영구",망미1동,3911
"2020.02","수영구",망미2동,1806
"2020.02","수영구",광안1동,6459
"2020.02","수영구",광안2동,4109
"2020.02","수영구",광안3동,3444
"2020.02","수영구",광안4동,2132
"2020.02","수영구",민락동,4492
"2020.02","사상구",소계,36720
"2020.02","사상구",삼락동,1637
"2020.02","사상구",모라1동,3720
"2020.02","사상구",모라3동,3976
"2020.02","사상구",덕포1동,1819
"2020.02","사상구",덕포2동,1866
"2020.02","사상구",괘법동,6102
"2020.02","사상구",감전동,3487
"2020.02","사상구",주례1동,1845
"2020.02","사상구",주례2동,4519
"2020.02","사상구",주례3동,1790
"2020.02","사상구",학장동,3444
"2020.02","사상구",엄궁동,2515
"2020.02","기장군",소계,24340
"2020.02","기장군",기장읍,10227
"2020.02","기장군",장안읍,2484
"2020.02","기장군",정관읍,7891
"2020.02","기장군",일광읍,2244
"2020.02","기장군",철마면,1494
"2020.03","중구",소계,13074
"2020.03","중구",중앙동,1056
"2020.03","중구",동광동,1274
"2020.03","중구",대청동,1799
"2020.03","중구",보수동,3062
"2020.03","중구",부평동,1553
"2020.03","중구",광복동,411
"2020.03","중구",남포동,473
"2020.03","중구",영주1동,1806
"2020.03","중구",영주2동,1640
"2020.03","서구",소계,24611
"2020.03","서구",동대신1동,1053
"2020.03","서구",동대신2동,1459
"2020.03","서구",동대신3동,1652
"2020.03","서구",서대신1동,2197
"2020.03","서구",서대신3동,1059
"2020.03","서구",서대신4동,858
"2020.03","서구",부민동,2264
"2020.03","서구",아미동,2396
"2020.03","서구",초장동,1566
"2020.03","서구",충무동,3015
"2020.03","서구",남부민1동,1442
"2020.03","서구",남부민2동,2374
"2020.03","서구",암남동,3276
"2020.03","동구",소계,21810
"2020.03","동구",초량1동,1567
"2020.03","동구",초량2동,1860
"2020.03","동구",초량3동,2565
"2020.03","동구",초량6동,1515
"2020.03","동구",수정1동,854
"2020.03","동구",수정2동,2328
"2020.03","동구",수정4동,1226
"2020.03","동구",수정5동,1270
"2020.03","동구",좌천동,2316
"2020.03","동구",범일1동,2979
"2020.03","동구",범일2동,2322
"2020.03","동구",범일5동,1008
"2020.03","영도구",소계,22643
"2020.03","영도구",남항동,2507
"2020.03","영도구",영선1동,699
"2020.03","영도구",영선2동,1468
"2020.03","영도구",신선동,2475
"2020.03","영도구",봉래1동,1549
"2020.03","영도구",봉래2동,1186
"2020.03","영도구",청학1동,1400
"2020.03","영도구",청학2동,2671
"2020.03","영도구",동삼1동,4644
"2020.03","영도구",동삼2동,936
"2020.03","영도구",동삼3동,3108
"2020.03","부산진구",소계,71841
"2020.03","부산진구",부전1동,6219
"2020.03","부산진구",부전2동,3086
"2020.03","부산진구",연지동,2380
"2020.03","부산진구",초읍동,3309
"2020.03","부산진구",양정1동,3205
"2020.03","부산진구",양정2동,4758
"2020.03","부산진구",전포1동,6143
"2020.03","부산진구",전포2동,5649
"2020.03","부산진구",부암1동,3048
"2020.03","부산진구",부암3동,1810
"2020.03","부산진구",당감1동,3490
"2020.03","부산진구",당감2동,1445
"2020.03","부산진구",당감4동,1821
"2020.03","부산진구",가야1동,4983
"2020.03","부산진구",가야2동,2238
"2020.03","부산진구",개금1동,4379
"2020.03","부산진구",개금2동,1753
"2020.03","부산진구",개금3동,3707
"2020.03","부산진구",범천1동,4186
"2020.03","부산진구",범천2동,4232
"2020.03","동래구",소계,36773
"2020.03","동래구",수민동,3822
"2020.03","동래구",복산동,2051
"2020.03","동래구",명륜동,2392
"2020.03","동래구",온천1동,5356
"2020.03","동래구",온천2동,1953
"2020.03","동래구",온천3동,6069
"2020.03","동래구",사직1동,1649
"2020.03","동래구",사직2동,1505
"2020.03","동래구",사직3동,2448
"2020.03","동래구",안락1동,2546
"2020.03","동래구",안락2동,2958
"2020.03","동래구",명장1동,2086
"2020.03","동래구",명장2동,1938
"2020.03","남구",소계,41374
"2020.03","남구",대연1동,4916
"2020.03","남구",대연3동,6541
"2020.03","남구",대연4동,1832
"2020.03","남구",대연5동,3025
"2020.03","남구",대연6동,1503
"2020.03","남구",용호1동,3824
"2020.03","남구",용호2동,1760
"2020.03","남구",용호3동,1997
"2020.03","남구",용호4동,1159
"2020.03","남구",용당동,1069
"2020.03","남구",감만1동,2384
"2020.03","남구",감만2동,1226
"2020.03","남구",우암동,1979
"2020.03","남구",문현1동,1851
"2020.03","남구",문현2동,2844
"2020.03","남구",문현3동,1799
"2020.03","남구",문현4동,1665
"2020.03","북구",소계,38222
"2020.03","북구",구포1동,3352
"2020.03","북구",구포2동,4467
"2020.03","북구",구포3동,3408
"2020.03","북구",금곡동,7000
"2020.03","북구",화명1동,1908
"2020.03","북구",화명2동,1655
"2020.03","북구",화명3동,1870
"2020.03","북구",덕천1동,3166
"2020.03","북구",덕천2동,3289
"2020.03","북구",덕천3동,2673
"2020.03","북구",만덕1동,1418
"2020.03","북구",만덕2동,2466
"2020.03","북구",만덕3동,1550
"2020.03","해운대구",소계,55381
"2020.03","해운대구",우1동,4624
"2020.03","해운대구",우2동,2670
"2020.03","해운대구",우3동,2326
"2020.03","해운대구",중1동,3880
"2020.03","해운대구",중2동,2855
"2020.03","해운대구",좌1동,2620
"2020.03","해운대구",좌2동,4819
"2020.03","해운대구",좌3동,1466
"2020.03","해운대구",좌4동,1663
"2020.03","해운대구",송정동,2016
"2020.03","해운대구",반여1동,2807
"2020.03","해운대구",반여2동,3277
"2020.03","해운대구",반여3동,2131
"2020.03","해운대구",반여4동,1086
"2020.03","해운대구",반송1동,4152
"2020.03","해운대구",반송2동,5473
"2020.03","해운대구",재송1동,3590
"2020.03","해운대구",재송2동,3926
"2020.03","사하구",소계,49576
"2020.03","사하구",괴정1동,2791
"2020.03","사하구",괴정2동,2064
"2020.03","사하구",괴정3동,2926
"2020.03","사하구",괴정4동,1867
"2020.03","사하구",당리동,3371
"2020.03","사하구",하단1동,4251
"2020.03","사하구",하단2동,5511
"2020.03","사하구",신평1동,3574
"2020.03","사하구",신평2동,1983
"2020.03","사하구",장림1동,2143
"2020.03","사하구",장림2동,3612
"2020.03","사하구",다대1동,5585
"2020.03","사하구",다대2동,4193
"2020.03","사하구",구평동,1096
"2020.03","사하구",감천1동,2722
"2020.03","사하구",감천2동,1887
"2020.03","금정구",소계,42197
"2020.03","금정구",서1동,1952
"2020.03","금정구",서2동,2421
"2020.03","금정구",서3동,2602
"2020.03","금정구",금사회동동,1922
"2020.03","금정구",부곡1동,2105
"2020.03","금정구",부곡2동,2477
"2020.03","금정구",부곡3동,2397
"2020.03","금정구",부곡4동,2314
"2020.03","금정구",장전1동,6252
"2020.03","금정구",장전2동,4309
"2020.03","금정구",선두구동,631
"2020.03","금정구",청룡노포동,1550
"2020.03","금정구",남산동,5593
"2020.03","금정구",구서1동,2030
"2020.03","금정구",구서2동,3444
"2020.03","금정구",금성동,198
"2020.03","강서구",소계,19133
"2020.03","강서구",대저1동,2158
"2020.03","강서구",대저2동,1796
"2020.03","강서구",강동동,1518
"2020.03","강서구",명지1동,3637
"2020.03","강서구",명지2동,1631
"2020.03","강서구",가락동,740
"2020.03","강서구",녹산동,6349
"2020.03","강서구",가덕도동,1304
"2020.03","연제구",소계,32195
"2020.03","연제구",거제1동,2783
"2020.03","연제구",거제2동,1043
"2020.03","연제구",거제3동,1711
"2020.03","연제구",거제4동,1031
"2020.03","연제구",연산1동,2102
"2020.03","연제구",연산2동,2880
"2020.03","연제구",연산3동,1622
"2020.03","연제구",연산4동,4165
"2020.03","연제구",연산5동,5801
"2020.03","연제구",연산6동,3285
"2020.03","연제구",연산8동,2017
"2020.03","연제구",연산9동,3755
"2020.03","수영구",소계,33787
"2020.03","수영구",남천1동,2315
"2020.03","수영구",남천2동,1287
"2020.03","수영구",수영동,3643
"2020.03","수영구",망미1동,3935
"2020.03","수영구",망미2동,1798
"2020.03","수영구",광안1동,6564
"2020.03","수영구",광안2동,4090
"2020.03","수영구",광안3동,3446
"2020.03","수영구",광안4동,2142
"2020.03","수영구",민락동,4567
"2020.03","사상구",소계,36882
"2020.03","사상구",삼락동,1638
"2020.03","사상구",모라1동,3733
"2020.03","사상구",모라3동,4000
"2020.03","사상구",덕포1동,1817
"2020.03","사상구",덕포2동,1900
"2020.03","사상구",괘법동,6115
"2020.03","사상구",감전동,3472
"2020.03","사상구",주례1동,1843
"2020.03","사상구",주례2동,4593
"2020.03","사상구",주례3동,1778
"2020.03","사상구",학장동,3455
"2020.03","사상구",엄궁동,2538
"2020.03","기장군",소계,24637
"2020.03","기장군",기장읍,10295
"2020.03","기장군",장안읍,2505
"2020.03","기장군",정관읍,7975
"2020.03","기장군",일광읍,2366
"2020.03","기장군",철마면,1496
"2020.04","중구",소계,13086
"2020.04","중구",중앙동,1059
"2020.04","중구",동광동,1273
"2020.04","중구",대청동,1818
"2020.04","중구",보수동,3070
"2020.04","중구",부평동,1545
"2020.04","중구",광복동,416
"2020.04","중구",남포동,471
"2020.04","중구",영주1동,1793
"2020.04","중구",영주2동,1641
"2020.04","서구",소계,24656
"2020.04","서구",동대신1동,1065
"2020.04","서구",동대신2동,1466
"2020.04","서구",동대신3동,1703
"2020.04","서구",서대신1동,2187
"2020.04","서구",서대신3동,1060
"2020.04","서구",서대신4동,868
"2020.04","서구",부민동,2250
"2020.04","서구",아미동,2387
"2020.04","서구",초장동,1565
"2020.04","서구",충무동,3005
"2020.04","서구",남부민1동,1445
"2020.04","서구",남부민2동,2393
"2020.04","서구",암남동,3262
"2020.04","동구",소계,21893
"2020.04","동구",초량1동,1566
"2020.04","동구",초량2동,1862
"2020.04","동구",초량3동,2645
"2020.04","동구",초량6동,1509
"2020.04","동구",수정1동,865
"2020.04","동구",수정2동,2338
"2020.04","동구",수정4동,1225
"2020.04","동구",수정5동,1267
"2020.04","동구",좌천동,2303
"2020.04","동구",범일1동,2983
"2020.04","동구",범일2동,2329
"2020.04","동구",범일5동,1001
"2020.04","영도구",소계,22678
"2020.04","영도구",남항동,2521
"2020.04","영도구",영선1동,703
"2020.04","영도구",영선2동,1465
"2020.04","영도구",신선동,2468
"2020.04","영도구",봉래1동,1547
"2020.04","영도구",봉래2동,1186
"2020.04","영도구",청학1동,1396
"2020.04","영도구",청학2동,2675
"2020.04","영도구",동삼1동,4682
"2020.04","영도구",동삼2동,932
"2020.04","영도구",동삼3동,3103
"2020.04","부산진구",소계,72060
"2020.04","부산진구",부전1동,6251
"2020.04","부산진구",부전2동,3070
"2020.04","부산진구",연지동,2387
"2020.04","부산진구",초읍동,3375
"2020.04","부산진구",양정1동,3221
"2020.04","부산진구",양정2동,4790
"2020.04","부산진구",전포1동,6158
"2020.04","부산진구",전포2동,5702
"2020.04","부산진구",부암1동,3019
"2020.04","부산진구",부암3동,1809
"2020.04","부산진구",당감1동,3519
"2020.04","부산진구",당감2동,1434
"2020.04","부산진구",당감4동,1820
"2020.04","부산진구",가야1동,5000
"2020.04","부산진구",가야2동,2235
"2020.04","부산진구",개금1동,4380
"2020.04","부산진구",개금2동,1755
"2020.04","부산진구",개금3동,3689
"2020.04","부산진구",범천1동,4216
"2020.04","부산진구",범천2동,4230
"2020.04","동래구",소계,36912
"2020.04","동래구",수민동,3861
"2020.04","동래구",복산동,2056
"2020.04","동래구",명륜동,2365
"2020.04","동래구",온천1동,5379
"2020.04","동래구",온천2동,1957
"2020.04","동래구",온천3동,6080
"2020.04","동래구",사직1동,1690
"2020.04","동래구",사직2동,1533
"2020.04","동래구",사직3동,2484
"2020.04","동래구",안락1동,2540
"2020.04","동래구",안락2동,2950
"2020.04","동래구",명장1동,2082
"2020.04","동래구",명장2동,1935
"2020.04","남구",소계,41400
"2020.04","남구",대연1동,4899
"2020.04","남구",대연3동,6569
"2020.04","남구",대연4동,1832
"2020.04","남구",대연5동,3043
"2020.04","남구",대연6동,1502
"2020.04","남구",용호1동,3860
"2020.04","남구",용호2동,1765
"2020.04","남구",용호3동,1981
"2020.04","남구",용호4동,1174
"2020.04","남구",용당동,1065
"2020.04","남구",감만1동,2372
"2020.04","남구",감만2동,1234
"2020.04","남구",우암동,1970
"2020.04","남구",문현1동,1834
"2020.04","남구",문현2동,2849
"2020.04","남구",문현3동,1794
"2020.04","남구",문현4동,1657
"2020.04","북구",소계,38251
"2020.04","북구",구포1동,3370
"2020.04","북구",구포2동,4461
"2020.04","북구",구포3동,3402
"2020.04","북구",금곡동,7031
"2020.04","북구",화명1동,1919
"2020.04","북구",화명2동,1647
"2020.04","북구",화명3동,1871
"2020.04","북구",덕천1동,3158
"2020.04","북구",덕천2동,3291
"2020.04","북구",덕천3동,2678
"2020.04","북구",만덕1동,1410
"2020.04","북구",만덕2동,2463
"2020.04","북구",만덕3동,1550
"2020.04","해운대구",소계,55408
"2020.04","해운대구",우1동,4619
"2020.04","해운대구",우2동,2666
"2020.04","해운대구",우3동,2335
"2020.04","해운대구",중1동,3942
"2020.04","해운대구",중2동,2850
"2020.04","해운대구",좌1동,2613
"2020.04","해운대구",좌2동,4812
"2020.04","해운대구",좌3동,1474
"2020.04","해운대구",좌4동,1660
"2020.04","해운대구",송정동,1999
"2020.04","해운대구",반여1동,2833
"2020.04","해운대구",반여2동,3275
